Delta	N_peaks_nomet	Greedy_nomet	Random_nomet	N_peaks_ext	Greedy_ext	Random_ext
0.0	2	0.0393641533125	0.05904622996874999	3	0.08313025131250007	0.09519948067187507
0.0	2	0.03936415331249999	0.04811174293749999	3	0.08313025131250007	0.10517377423437506
0.0	2	0.03936415331249999	0.05029864034374999	3	0.08313025131250007	0.10534056937500007
0.0	2	0.03936415331249999	0.05467243515624999	3	0.08313025131249985	0.09922255712500007
0.0	2	0.03936415331249999	0.03717725590625	3	0.08313025131249971	0.11724300359375005
0.0	2	0.03936415331249999	0.04811174293749999	3	0.08313025131249963	0.10115069778125006
0.0	2	0.03936415331249999	0.06123312737499999	3	0.08313025131249985	0.09922255712500007
0.0	2	0.03936415331249999	0.0349903585	3	0.08313025131250001	0.08715332776562507
0.0	2	0.03936415331249999	0.043737948124999995	3	0.08313025131250014	0.10115069778125006
0.0	2	0.03936415331249999	0.041551050718749996	3	0.08313025131250025	0.09310454487500007
0.0	2	0.03936415331249999	0.0349903585	3	0.08313025131250033	0.09938935226562506
0.0	2	0.03936415331249999	0.05467243515624999	3	0.0831302513125004	0.09117640421875006
0.0	2	0.03936415331249999	0.03280346109375	3	0.08313025131250021	0.09117640421875006
0.0	2	0.03936415331249999	0.04811174293749999	3	0.08313025131250003	0.10324563357812507
0.0	2	0.03936415331249999	0.05467243515624999	3	0.08313025131249986	0.09117640421875006
0.0	2	0.03936415331249999	0.0393641533125	3	0.08313025131249972	0.09922255712500005
0.0	2	0.03936415331249999	0.0349903585	3	0.0831302513124996	0.09327134001562508
0.0	2	0.03936415331249999	0.05467243515624999	3	0.08313025131249949	0.11321992714062507
0.0	2	0.03936415331249999	0.0393641533125	3	0.08313025131249939	0.10726871003125006
0.0	2	0.03936415331249999	0.05029864034374999	3	0.0831302513124993	0.10341242871875007
0.0	2	0.03936415331249999	0.03717725590625	3	0.08313025131249922	0.09519948067187507
0.0	2	0.03936415331249999	0.043737948124999995	3	0.08313025131249915	0.09519948067187506
0.0	2	0.03936415331249999	0.05248553774999999	3	0.08313025131249908	0.11933793939062506
0.0	2	0.03936415331249999	0.0393641533125	3	0.08313025131249903	0.09922255712500007
0.0	2	0.03936415331249999	0.05029864034374999	3	0.0831302513124992	0.10115069778125006
0.0	2	0.03936415331249999	0.041551050718749996	3	0.08313025131249938	0.08296345617187506
0.0	2	0.03936415331249999	0.05467243515624999	3	0.08313025131249953	0.11950473453125005
0.0	2	0.03936415331249999	0.05248553774999999	3	0.0831302513124997	0.10324563357812507
0.0	2	0.03936415331249999	0.03717725590625	3	0.08313025131249983	0.09327134001562508
0.0	2	0.03936415331249999	0.0349903585	3	0.08313025131249997	0.08715332776562507
0.0	2	0.03936415331249999	0.03717725590625	3	0.0831302513125001	0.09343813515625007
0.0	2	0.03936415331249999	0.04811174293749999	3	0.08313025131250021	0.09117640421875006
0.0	2	0.03936415331249999	0.03717725590625	3	0.08313025131250032	0.09729441646875008
0.0	2	0.03936415331249999	0.05248553774999999	3	0.08313025131250042	0.11531486293750005
0.0	2	0.03936415331249999	0.043737948124999995	3	0.08313025131250051	0.09905576198437506
0.0	2	0.03936415331249999	0.043737948124999995	3	0.08313025131250061	0.09117640421875008
0.0	2	0.03936415331249999	0.03280346109375	3	0.0831302513125007	0.10517377423437506
0.0	2	0.03936415331249999	0.03717725590625	3	0.08313025131250078	0.08313025131250008
0.0	2	0.03936415331249999	0.05248553774999999	3	0.08313025131250086	0.10115069778125006
0.0	2	0.03936415331249999	0.0349903585	3	0.08313025131250093	0.09519948067187507
0.0	2	0.03936415331249999	0.05248553774999999	3	0.08313025131250101	0.10726871003125008
0.0	2	0.03936415331249999	0.045924845531249994	3	0.08313025131250107	0.11338672228125005
0.0	2	0.03936415331249999	0.045924845531249994	3	0.08313025131250114	0.09712762132812505
0.0	2	0.03936415331249999	0.043737948124999995	3	0.0831302513125012	0.09712762132812507
0.0	2	0.03936415331249999	0.0349903585	3	0.08313025131250126	0.07894037971875006
0.0	2	0.03936415331249999	0.05029864034374999	3	0.08313025131250132	0.09712762132812507
0.0	2	0.03936415331249999	0.03717725590625	3	0.08313025131250137	0.09922255712500008
0.0	2	0.03936415331249999	0.05248553774999999	3	0.08313025131250142	0.10307883843750007
0.0	2	0.03936415331249999	0.041551050718749996	3	0.08313025131250147	0.09712762132812507
0.0	2	0.03936415331249999	0.05248553774999999	3	0.08313025131250151	0.11129178648437507
0.0	2	0.039364153312500004	0.043737948124999995	3	0.08313025131250157	0.10324563357812507
0.0	2	0.03936415331250008	0.045924845531249994	3	0.08313025131250161	0.11321992714062505
0.0	2	0.03936415331250015	0.021868974062500005	3	0.08313025131250165	0.09117640421875006
0.0	2	0.03936415331250022	0.05248553774999999	3	0.0831302513125017	0.08505839196875006
0.0	2	0.03936415331250029	0.041551050718749996	3	0.08313025131250174	0.10115069778125006
0.0	2	0.03936415331250036	0.041551050718749996	3	0.08313025131250176	0.10936364582812506
0.0	2	0.03936415331250042	0.04811174293749999	3	0.0831302513125018	0.08715332776562507
0.0	2	0.03936415331250048	0.03717725590625	3	0.08313025131250183	0.09922255712500005
0.0	2	0.03936415331250054	0.04811174293749999	3	0.08313025131250187	0.10726871003125006
0.0	2	0.0393641533125006	0.043737948124999995	3	0.0831302513125019	0.10324563357812505
0.0	2	0.039364153312500656	0.04811174293749999	3	0.08313025131250194	0.10131749292187506
0.0	2	0.039364153312500705	0.043737948124999995	3	0.08313025131250197	0.10324563357812507
0.0	2	0.03936415331250076	0.043737948124999995	3	0.083130251312502	0.10324563357812507
0.0	2	0.03936415331250081	0.0349903585	3	0.08313025131250203	0.09117640421875008
0.0	2	0.03936415331250086	0.05467243515624999	3	0.08313025131250205	0.09310454487500006
0.0	2	0.039364153312500906	0.05248553774999999	3	0.08313025131250208	0.11724300359375006
0.0	2	0.03936415331250095	0.06560692218749999	3	0.08313025131250211	0.11531486293750007
0.0	2	0.039364153312500996	0.045924845531249994	3	0.08313025131250214	0.09100960907812505
0.0	2	0.03936415331250104	0.05248553774999999	3	0.08313025131250215	0.10517377423437506
0.0	2	0.03936415331250108	0.0306165636875	3	0.08313025131250218	0.13140716875000008
0.0	2	0.03936415331250112	0.045924845531249994	3	0.0831302513125022	0.09100960907812507
0.0	2	0.03936415331250116	0.05685933256249999	3	0.08313025131250223	0.09117640421875008
0.0	2	0.0393641533125012	0.0306165636875	3	0.08313025131250225	0.09696082618750006
0.0	2	0.03936415331250124	0.05029864034374999	3	0.08313025131250228	0.09117640421875008
0.0	2	0.039364153312501274	0.04811174293749999	3	0.08313025131250229	0.08698653262500006
0.0	2	0.03936415331250131	0.05904622996874999	3	0.08313025131250232	0.10115069778125005
0.0	2	0.03936415331250134	0.04811174293749999	3	0.08313025131250233	0.11129178648437507
0.0	2	0.03936415331250138	0.045924845531249994	3	0.08313025131250236	0.10115069778125006
0.0	2	0.03936415331250141	0.0306165636875	3	0.08313025131250237	0.09134319935937509
0.0	2	0.03936415331250144	0.0393641533125	3	0.08313025131250239	0.09310454487500007
0.0	2	0.039364153312501475	0.0393641533125	3	0.0831302513125024	0.08103531551562507
0.0	2	0.0393641533125015	0.045924845531249994	3	0.08313025131250243	0.10115069778125006
0.0	2	0.03936415331250154	0.043737948124999995	3	0.08313025131250244	0.09100960907812507
0.0	2	0.039364153312501565	0.043737948124999995	3	0.08313025131250246	0.09922255712500007
0.0	2	0.03936415331250159	0.05029864034374999	3	0.08313025131250247	0.09712762132812507
0.0	2	0.03936415331250162	0.04811174293749999	3	0.0831302513125025	0.10341242871875006
0.0	2	0.03936415331250165	0.045924845531249994	3	0.08313025131250251	0.11129178648437506
0.0	2	0.039364153312501676	0.0393641533125	3	0.08313025131250253	0.11338672228125006
0.0	2	0.0393641533125017	0.0306165636875	3	0.08313025131250254	0.10534056937500007
0.0	2	0.039364153312501725	0.04811174293749999	3	0.08313025131250255	0.10115069778125006
0.0	2	0.03936415331250175	0.045924845531249994	3	0.08313025131250257	0.09100960907812507
0.0	2	0.03936415331250177	0.03717725590625	3	0.08313025131250258	0.09519948067187507
0.0	2	0.0393641533125018	0.03280346109375	3	0.0831302513125026	0.10726871003125006
0.0	2	0.03936415331250182	0.03280346109375	3	0.08313025131250261	0.13157396389062506
0.0	2	0.03936415331250184	0.05029864034374999	3	0.08313025131250262	0.10726871003125006
0.0	2	0.039364153312501864	0.041551050718749996	3	0.08313025131250264	0.08715332776562507
0.0	2	0.039364153312501884	0.041551050718749996	3	0.08313025131250242	0.09729441646875008
0.0	2	0.03936415331250191	0.05029864034374999	3	0.08313025131250214	0.10115069778125006
0.0	2	0.03936415331250193	0.043737948124999995	3	0.08313025131250187	0.11724300359375006
0.0	2	0.039364153312501954	0.04811174293749999	3	0.08313025131250161	0.09922255712500007
0.05	2	0.03717725590625	0.04811174293749999	3	0.08715332776562507	0.10517377423437506
0.05	2	0.03717725590624999	0.04811174293749999	3	0.08715332776562507	0.11724300359375003
0.05	2	0.03790622170833332	0.0349903585	3	0.08849435325000003	0.11129178648437506
0.05	2	0.03717725590624999	0.043737948124999995	3	0.08815909687890607	0.10726871003125008
0.05	2	0.03761463538749999	0.05029864034374999	3	0.08795794305624968	0.10936364582812505
0.05	2	0.037541738807291655	0.06123312737499999	3	0.08715332776562469	0.10324563357812507
0.05	2	0.03780208373660714	0.043737948124999995	3	0.08715332776562491	0.08715332776562507
0.05	2	0.03881742896093749	0.024055871468750004	3	0.08715332776562508	0.10324563357812507
0.05	2	0.0388781761111111	0.0349903585	3	0.08670631927083354	0.10550736451562508
0.05	2	0.03936415331249999	0.05029864034374999	3	0.0863487124750003	0.09310454487500006
0.05	2	0.03936415331249999	0.03280346109375	3	0.08605612509659129	0.10324563357812505
0.05	2	0.03936415331249999	0.0393641533125	3	0.0861475586523441	0.10726871003125006
