Delta	N_peaks_nomet	Greedy_nomet	Random_nomet	N_peaks_ext	Greedy_ext	Random_ext
0.0	3	0.2641037958437499	0.2862191514687499	3	0.32767291512500046	0.30336684666406305
0.0	3	0.2641037958437504	0.19551301506249982	3	0.32767291512500013	0.27553559264062544
0.0	3	0.26410379584375054	0.2633555578749998	3	0.32767291512499963	0.30480932153125045
0.0	3	0.26410379584375054	0.2798090161718749	3	0.3276729151249984	0.328741271007813
0.0	3	0.26410379584375027	0.31549288035937506	3	0.3276729151249976	0.2872875073515629
0.0	3	0.26410379584375004	0.28194572793749995	3	0.327672915124997	0.301230134898438
0.0	3	0.26410379584374993	0.20267138832812484	3	0.32767291512499774	0.24193443914843782
0.0	3	0.26410379584374966	0.2569454225781249	3	0.3276729151249984	0.2615929650937504
0.0	3	0.26410379584374905	0.2590821343437498	3	0.3276729151249989	0.317309474210938
0.0	3	0.26410379584374855	0.2683772193749999	3	0.32767291512499935	0.29551423650000047
0.0	3	0.26410379584374816	0.29551423649999997	3	0.3276729151249997	0.28872998221875046
0.0	3	0.2641037958437478	0.25908213434374994	3	0.32767291512499996	0.26303543996093787
0.0	3	0.26410379584374755	0.27767230440625	3	0.3276729151249993	0.2798090161718754
0.0	3	0.2641037958437473	0.20053467656249985	3	0.3276729151249983	0.2833882028046879
0.0	3	0.2641037958437471	0.29551423649999997	3	0.32767291512499747	0.28910410120312546
0.0	3	0.26410379584374744	0.21837660865624983	3	0.3276729151249967	0.25550294771093796
0.0	3	0.2641037958437478	0.29551423649999997	3	0.327672915124996	0.273718998789063
0.0	3	0.26410379584374816	0.20192315035937483	3	0.3276729151249954	0.25945625332812533
0.0	3	0.2641037958437485	0.2654922696406249	3	0.3276729151249949	0.2490928124140629
0.0	3	0.26410379584374877	0.2569454225781248	3	0.3276729151249944	0.2533662359453129
0.0	3	0.264103795843749	0.26260731990624997	3	0.32767291512499397	0.2569454225781254
0.0	3	0.2641037958437492	0.27051393114062483	3	0.3276729151249936	0.27158228702343795
0.0	3	0.26410379584374943	0.28194572793749995	3	0.32767291512499325	0.3044352025468755
0.0	3	0.2641037958437496	0.2654922696406249	3	0.3276729151249929	0.2751614736562504
0.0	3	0.26410379584374977	0.2683772193749999	3	0.32767291512499336	0.26303543996093787
0.0	3	0.26410379584374993	0.263355557875	3	0.3276729151249944	0.24017184636718786
0.0	3	0.2641037958437501	0.21623989689062484	3	0.32767291512499536	0.283014083820313
0.0	3	0.26410379584375027	0.30480932153125007	3	0.3276729151249963	0.26907145627343787
0.0	3	0.2641037958437504	0.22051332042187488	3	0.32767291512499713	0.23338759208593784
0.0	3	0.2641037958437505	0.2412402022499999	3	0.3276729151249979	0.31228781271093803
0.0	3	0.26410379584375027	0.2840824397031251	3	0.3276729151249987	0.2762298295390629
0.0	3	0.26410379584374977	0.23408182898437482	3	0.32767291512499935	0.292309168851563
0.0	3	0.2641037958437493	0.30267260976562504	3	0.327672915125	0.2776723044062504
0.0	3	0.2641037958437489	0.2269234557187498	3	0.32767291512500063	0.3112194568281256
0.0	3	0.26410379584374843	0.23408182898437482	3	0.3276729151250012	0.2641037958437503
0.0	3	0.26410379584374805	0.322651253625	3	0.32767291512500174	0.29802506725000044
0.0	3	0.2641037958437477	0.29337752473437495	3	0.32767291512500224	0.31549288035937556
0.0	3	0.2641037958437473	0.35908335578125017	3	0.32767291512500274	0.26800310039062536
0.0	3	0.264103795843747	0.22906016748437483	3	0.3276729151250032	0.2533662359453128
0.0	3	0.2641037958437467	0.2569454225781249	3	0.3276729151250036	0.26089872819531285
0.0	3	0.2641037958437464	0.28621915146875	3	0.32767291512500407	0.30480932153125045
0.0	3	0.2641037958437461	0.23910349048437485	3	0.32767291512500446	0.23835525251562534
0.0	3	0.2641037958437458	0.3090827450625001	3	0.32767291512500485	0.2387293715000003
0.0	3	0.2641037958437456	0.28194572793749995	3	0.32767291512500524	0.2798090161718755
0.0	3	0.2641037958437453	0.1598291508749999	3	0.32767291512500557	0.2997876600312505
0.0	3	0.2641037958437451	0.24765033754687485	3	0.3276729151250059	0.2580137784609379
0.0	3	0.2641037958437449	0.284830677671875	3	0.32767291512500624	0.2747873546718755
0.0	3	0.26410379584374466	0.15982915087499988	3	0.3276729151250065	0.29695671136718793
0.0	3	0.26410379584374444	0.28621915146875	3	0.32767291512500657	0.25550294771093796
0.0	3	0.26410379584374427	0.26335555787499987	3	0.3276729151250054	0.2340818289843754
0.0	3	0.26410379584374405	0.2590821343437498	3	0.32767291512500435	0.32553620335937555
0.0	3	0.2641037958437439	0.284830677671875	3	0.3276729151250033	0.32302537260937547
0.0	3	0.2641037958437437	0.2769240664375	3	0.3276729151250023	0.29193504986718805
0.0	3	0.26410379584374355	0.289104101203125	3	0.3276729151250013	0.349094033851563
0.0	3	0.2641037958437434	0.22126155839062486	3	0.32767291512500035	0.3022984907812505
0.0	3	0.2641037958437432	0.19764972682812482	3	0.32767291512499946	0.28947822018750036
0.0	3	0.26410379584374305	0.28194572793749995	3	0.3276729151249986	0.2794348971875004
0.0	3	0.2641037958437429	0.2383552525156248	3	0.32767291512499774	0.287661626335938
0.0	3	0.2641037958437428	0.24551362578124983	3	0.3276729151249969	0.248344574445313
