Delta	N_peaks_nomet	Greedy_nomet	Random_nomet	N_peaks_ext	Greedy_ext	Random_ext
0.0	3	0.24002886718750002	0.1914760952187501	3	0.29963163875	0.24085831240625027
0.0	3	0.24002886718750016	0.2629994210937502	3	0.2996316387499998	0.20766720412500023
0.0	3	0.24002886718750008	0.24512886700000003	3	0.29963163874999976	0.21150248135937513
0.0	3	0.24002886718750005	0.16253498678125003	3	0.2996316387499992	0.17700554100000024
0.0	3	0.24002886718750002	0.24852886687500006	3	0.2996316387499985	0.2612994211562504
0.0	3	0.24002886718750002	0.17700554100000004	3	0.299631638749998	0.2225524809531255
0.0	3	0.2400288671875	0.22298775831250006	3	0.299631638749998	0.23065831278125026
0.0	3	0.2400288671875	0.24512886700000014	3	0.2996316387499987	0.2544994214062503
0.0	3	0.24002886718749983	0.1685055413125	3	0.29963163874999926	0.2698199755937503
0.0	3	0.24002886718749936	0.20851720409375007	3	0.2996316387499997	0.2136172039062503
0.0	3	0.240028867187499	0.2025466495625001	3	0.2996316387500001	0.2208524810156253
0.0	3	0.2400288671874987	0.21618775856250008	3	0.2996316387500004	0.24299358970312532
0.0	3	0.2400288671874984	0.22041720365625006	3	0.29963163875000065	0.2698199755937503
0.0	3	0.2400288671874982	0.25959942121875007	3	0.29963163875000093	0.2285230354843752
0.0	3	0.240028867187498	0.19574664981249998	3	0.2996316387500011	0.20043192701562526
0.0	3	0.24002886718749783	0.24939942159375006	3	0.29963163875000126	0.2357583125937504
0.0	3	0.2400288671874978	0.2212877583750001	3	0.29963163875000143	0.22170248098437537
0.0	3	0.2400288671874982	0.22298775831250006	3	0.29963163875000154	0.24214358973437536
0.0	3	0.24002886718749852	0.22128775837500006	3	0.29963163875000165	0.1846760954687502
0.0	3	0.24002886718749883	0.20851720409375005	3	0.29963163875000176	0.2378935898906253
0.0	3	0.2400288671874991	0.21191720396875008	3	0.29963163875000187	0.2366083125625004
0.0	3	0.24002886718749936	0.20851720409375007	3	0.2996316387500019	0.24512886700000044
0.0	3	0.24002886718749958	0.21448775862500002	3	0.29963163875000204	0.1774408183593752
0.0	3	0.2400288671874998	0.25959942121875	3	0.2996316387500021	0.2578994212812504
0.0	3	0.2400288671875	0.23235831271875004	3	0.29963163875000215	0.2595994212187503
0.0	3	0.24002886718750016	0.22638775818750007	3	0.2996316387500022	0.2349083126250004
0.0	3	0.24002886718750033	0.17957609565625007	3	0.29963163875000226	0.2715199755312503
0.0	3	0.24002886718750047	0.2604699759375001	3	0.2996316387500023	0.21490248123437528
0.0	3	0.24002886718750063	0.21361720390625005	3	0.29963163875000237	0.2612994211562503
0.0	3	0.24002886718750074	0.21448775862500008	3	0.29963163875000237	0.22682303554687538
0.0	3	0.24002886718750088	0.20511720421875004	3	0.2996316387500024	0.25833469864062536
0.0	3	0.240028867187501	0.22468775825000006	3	0.2996316387500025	0.23660831256250023
0.0	3	0.2400288671875011	0.13529387828125006	3	0.29963163875000254	0.19317609515625014
0.0	3	0.24002886718750122	0.21701720378125006	3	0.29963163875000254	0.23874358985937533
0.0	3	0.2400288671875013	0.19914664968750004	3	0.2996316387500026	0.18936137267187514
0.0	3	0.24002886718750138	0.25959942121875007	3	0.29963163875000265	0.2080819267343753
0.0	3	0.2400288671875015	0.27066997556250005	3	0.29963163875000265	0.2404435897968753
0.0	3	0.24002886718750158	0.21448775862500002	3	0.2996316387500027	0.20169664959375022
0.0	3	0.24002886718750163	0.2502288668125001	3	0.2996316387500027	0.24597886696875032
0.0	3	0.24002886718750172	0.18297609553125005	3	0.29963163875000276	0.2387435898593753
0.0	3	0.2400288671875018	0.21361720390625014	3	0.29963163875000276	0.25192886675000026
0.0	3	0.24002886718750185	0.22638775818750007	3	0.29963163875000276	0.20128192698437525
0.0	3	0.2400288671875019	0.13869387815625006	3	0.2996316387500028	0.23192303535937542
0.0	3	0.24002886718750197	0.19657609503125	3	0.2996316387500028	0.22128775837500014
0.0	3	0.24002886718750205	0.18467609546875005	3	0.29963163875000287	0.18681137276562515
0.0	3	0.2400288671875021	0.22128775837500003	3	0.29963163875000287	0.2378935898906253
0.0	3	0.24002886718750213	0.20341720428125004	3	0.29963163875000287	0.2200024810468753
0.0	3	0.2400288671875022	0.2962110841250001	3	0.2996316387500029	0.18552609543750032
0.0	3	0.24002886718750224	0.19914664968750004	3	0.2996316387500029	0.19616137242187542
0.0	3	0.2400288671875023	0.19744664975000006	3	0.2996316387500029	0.2651346983906253
0.0	3	0.24002886718750233	0.23915831246875008	3	0.299631638750003	0.21276720393750037
0.0	3	0.24002886718750238	0.19744664975000004	3	0.299631638750003	0.19446137248437523
0.0	3	0.24002886718750244	0.15146443243750002	3	0.299631638750003	0.2540641440468753
0.0	3	0.24002886718750246	0.2400288671875001	3	0.2996316387500038	0.2208730357656252
0.0	3	0.2400288671875025	0.2697994208437501	3	0.2996316387500052	0.22427303564062523
0.0	3	0.24002886718750255	0.2655699757500001	3	0.2996316387500065	0.23277303532812538
0.0	3	0.24002886718750258	0.22978775806250007	3	0.29963163875000776	0.2263877581875003
0.0	3	0.2400288671875026	0.20084664962500007	3	0.299631638750009	0.2527788667187504
0.0	3	0.24002886718750263	0.21701720378125008	3	0.29963163875001014	0.22937303545312537
0.0	3	0.2400288671875027	0.22808775812500007	3	0.29963163875001125	0.21575248120312523
0.0	3	0.24002886718750271	0.19147609521875003	3	0.29963163875001236	0.2242524808906255
0.0	3	0.24002886718750274	0.24002886718750008	3	0.2996316387500134	0.23534358998437516
0.0	3	0.24002886718750277	0.15656443225000008	3	0.2996316387500145	0.25704942131250025
0.0	3	0.2400288671875028	0.20681720415625	3	0.29963163875001547	0.24257886709375018
0.0	3	0.24002886718750283	0.21701720378125008	3	0.2996316387500164	0.21830248110937533
0.0	3	0.24002886718750285	0.21021720403125005	3	0.29963163875001736	0.22340248092187528
0.0	3	0.2400288671875029	0.21108775875000002	3	0.2996316387500183	0.20043192701562534
0.0	3	0.24002886718750294	0.18637609540625005	3	0.2996316387500192	0.24852886687500028
0.0	3	0.24002886718750296	0.27834053003125003	3	0.29963163875002	0.21531720384375033
0.0	3	0.24002886718750296	0.21701720378125006	3	0.29963163875002086	0.25022886681250023
0.0	3	0.240028867187503	0.21021720403124997	3	0.2996316387500217	0.2523641441093753
0.0	3	0.24002886718750302	0.18894665006250005	3	0.29963163875002247	0.20596720418750036
0.0	3	0.24002886718750305	0.18807609534375003	3	0.29963163875002324	0.24597886696875015
0.0	3	0.24002886718750308	0.24852886687499998	3	0.29963163875002397	0.19276137254687536
0.0	3	0.24002886718750308	0.20511720421875002	3	0.2996316387500247	0.2766405300937502
0.0	3	0.2400288671875031	0.18297609553125008	3	0.2996316387500254	0.2561994213437504
0.0	3	0.24002886718750313	0.22895831284375004	3	0.2996316387500261	0.2532141440781254
0.0	3	0.24002886718750313	0.23915831246875002	3	0.29963163875002674	0.22808775812500043
0.0	3	0.24002886718750316	0.18637609540625008	3	0.2996316387500274	0.21958775843750017
0.0	3	0.2400288671875032	0.1914760952187501	3	0.2996316387500281	0.2089524814531252
0.0	3	0.2400288671875032	0.21021720403125	3	0.2996316387500287	0.2174524811406253
0.0	3	0.24002886718750321	0.20851720409375002	3	0.2996316387500293	0.21788775850000025
0.0	3	0.24002886718750324	0.29621108412500013	3	0.29963163875002985	0.22810831287500022
0.0	3	0.24002886718750324	0.21361720390625005	3	0.29963163875003046	0.2515141441406253
0.0	3	0.24002886718750327	0.25109942153125003	3	0.299631638750031	0.2383288672500003
0.0	3	0.24002886718750327	0.21958775843750009	3	0.29963163875003157	0.19361137251562527
0.0	3	0.2400288671875033	0.1829760955312501	3	0.2996316387500321	0.22043775840625035
0.0	3	0.2400288671875033	0.2834405298437502	3	0.2996316387500326	0.22808775812500034
0.0	3	0.24002886718750333	0.18297609553125002	3	0.2996316387500331	0.24342886706250036
0.0	3	0.24002886718750333	0.2646994210312501	3	0.2996316387500336	0.23192303535937545
0.0	3	0.24002886718750335	0.21531720384375005	3	0.2996316387500341	0.2059672041875002
0.0	3	0.24002886718750335	0.22468775825000006	3	0.2996316387500346	0.2642846984218753
0.0	3	0.24002886718750338	0.26556997575	3	0.29963163875003507	0.2208730357656253
0.0	3	0.24002886718750338	0.18210554081250005	3	0.29963163875003557	0.2366083125625003
0.0	3	0.2400288671875034	0.1897760952812501	3	0.299631638750036	0.2157524812031253
0.0	3	0.2400288671875034	0.23745831253125005	3	0.29963163875003646	0.2217230357343752
0.0	3	0.24002886718750344	0.23575831259375002	3	0.29963163875003684	0.18509081807812533
0.0	3	0.24002886718750344	0.18807609534375005	3	0.2996316387500373	0.2476788669062503
0.0	3	0.24002886718750346	0.24425831228125003	3	0.29963163875003773	0.21276720393750037
0.0	3	0.24002886718750346	0.2246877582500001	3	0.2996316387500381	0.18127609559375016
0.05	3	0.24002886718750002	0.26809942090625005	3	0.2885610844062501	0.2183024811093755
0.05	3	0.24002886718750016	0.3004816387187502	3	0.2794081686796875	0.22383775828125035
0.05	3	0.24002886718750008	0.1923466499375	3	0.27635719677083326	0.23320831268750028
0.05	3	0.24002886718750005	0.21958775843750003	3	0.28057948798046833	0.2808905299375003
0.05	3	0.24002886718750002	0.15743498696875002	3	0.28217580726562375	0.24852886687500036
0.05	3	0.24002886718750002	0.2527994214687501	3	0.2823174739270815	0.22767303551562548
0.05	3	0.2400288671875	0.2170172037812501	3	0.2805942995022299	0.20468192685937528
0.05	3	0.2400288671875	0.19744664975000004	3	0.2807919879726547	0.26896997562500036
0.05	3	0.24002886718749983	0.20681720415625005	3	0.2816552209097213	0.2225524809531255
0.05	3	0.24002886718749936	0.27834053003125003	3	0.2821758072656245	0.18212609556250026
0.05	3	0.240028867187499	0.25279942146875	3	0.2827562870056818	0.24981414420312525
0.05	3	0.2400288671874987	0.19317609515625006	3	0.28363045988932317	0.2178877585000003
0.05	3	0.2400288671874984	0.2246877582500001	3	0.2831581575949525	0.2357583125937502
0.05	3	0.2400288671874982	0.17870554093750007	3	0.2826318984899562	0.25576414398437536
0.05	3	0.240028867187498	0.22725831290625012	3	0.2837652145072927	0.20596720418750025
